Post Text,Post Timestamp,Post Link,Reply Text,Reply Timestamp
"“Americans shouldn’t expect to see TikTok suddenly banned on Sunday,” an administration official said, adding that officials are “exploring options” for how to implement the law so TikTok does not go dark Sunday. 

www.nbcnews.com/politics/joe...",2025-01-16T16:03:25.059Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,"Who in the media now is going to document all the coming Trump atrocities?
Is that you NBC?
We only have a few more days of normality left.",2025-01-16T16:32:48.538Z
"“Americans shouldn’t expect to see TikTok suddenly banned on Sunday,” an administration official said, adding that officials are “exploring options” for how to implement the law so TikTok does not go dark Sunday. 

www.nbcnews.com/politics/joe...",2025-01-16T16:03:25.059Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,"Either it's a threat, or it's not.make up your mind.",2025-01-16T16:48:21.320Z
"“Americans shouldn’t expect to see TikTok suddenly banned on Sunday,” an administration official said, adding that officials are “exploring options” for how to implement the law so TikTok does not go dark Sunday. 

www.nbcnews.com/politics/joe...",2025-01-16T16:03:25.059Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,"FELON 47 
Couldn’t get a wall built but is willing to save a Chinese platform",2025-01-16T16:38:13.889Z
"JUST IN: Gov. Ron DeSantis appoints state AG Ashley Moody to the U.S. Senate, setting her up to fill the seat of Sen. Marco Rubio.",2025-01-16T15:41:21.852Z,https://www.nbcnews.com/politics/congress/ron-desantis-picks-florida-attorney-general-ashley-moody-fill-rubios-s-rcna187938,Trump just got a boner... Bigly... For more corruption... MAGA tools.,2025-01-16T16:17:35.196Z
"JUST IN: Gov. Ron DeSantis appoints state AG Ashley Moody to the U.S. Senate, setting her up to fill the seat of Sen. Marco Rubio.",2025-01-16T15:41:21.852Z,https://www.nbcnews.com/politics/congress/ron-desantis-picks-florida-attorney-general-ashley-moody-fill-rubios-s-rcna187938,do these bitches understand that they only have power that MAGA men give them???and it can be taken away..,2025-01-16T16:16:56.749Z
"JUST IN: Gov. Ron DeSantis appoints state AG Ashley Moody to the U.S. Senate, setting her up to fill the seat of Sen. Marco Rubio.",2025-01-16T15:41:21.852Z,https://www.nbcnews.com/politics/congress/ron-desantis-picks-florida-attorney-general-ashley-moody-fill-rubios-s-rcna187938,nobody with a haircut like that and 50 yds of forehead is a good person. oh and she works for Meatabll Ron on top of that. Florida sucks.,2025-01-16T15:56:38.199Z
"JUST IN: Gov. Ron DeSantis appoints state AG Ashley Moody to the U.S. Senate, setting her up to fill the seat of Sen. Marco Rubio.",2025-01-16T15:41:21.852Z,https://www.nbcnews.com/politics/congress/ron-desantis-picks-florida-attorney-general-ashley-moody-fill-rubios-s-rcna187938,Aren't we lucky? 🙄,2025-01-16T15:50:33.612Z
"JUST IN: Gov. Ron DeSantis appoints state AG Ashley Moody to the U.S. Senate, setting her up to fill the seat of Sen. Marco Rubio.",2025-01-16T15:41:21.852Z,https://www.nbcnews.com/politics/congress/ron-desantis-picks-florida-attorney-general-ashley-moody-fill-rubios-s-rcna187938,Oh so not the first Mrs Eric Trump then,2025-01-16T15:47:42.196Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,"The ban was never about China, data, or national security.  It was always about Americans getting unfiltered non propaganda news and making their own opinions about things.",2025-01-16T10:53:46.030Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,that's good☺,2025-01-16T05:28:26.216Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,can they do not that?,2025-01-16T03:54:54.949Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,lol the dog caught the car,2025-01-16T04:10:49.190Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,If only Joe could find out who signed this silly ban into law in the first place…,2025-01-16T13:12:21.947Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,"**“We are not considering deferring enforcement,” the official said. “Statutorily, we don’t believe we have the authority to do that.” 

Biden and Trump’s positions are reversals from their one-time support for banning the app.**

So, call on Congress to repeal the ban, STAT. And sign it.",2025-01-16T04:22:07.598Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,Lol. Somebody up there heard me.,2025-01-16T04:28:36.793Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,"Make it make sense. 

Biden signed the bill. This wasn't something forced on him as part of a larger bill. He supported it. His DOJ defended it in court.

Democrats are confusing.",2025-01-16T04:27:30.717Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,Biden is the dumbest democratic president ever.,2025-01-16T04:21:19.285Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,"Wait, Biden signed the law banning TikTok and now he's trying to roll it back?  Wasn't the reason for the ban ""national security""?  Has that changed in the last week and no one said anything?",2025-01-16T04:06:50.057Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,This sounds like a Jill Biden production.,2025-01-16T04:45:27.590Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,2025-01-16T04:18:51.758Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,OMG! That is sooo amazing!! 🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹🤣🤣🤣Btw California is burning.,2025-01-16T04:07:48.611Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,Didn’t he sign the ban? This is like Abbott supporting businesses ignoring the Covid closings that he ordered.,2025-01-16T04:13:45.144Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,And we’re supposed to trust our government?,2025-01-16T07:58:21.943Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,,2025-01-16T04:47:37.515Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,"Why can't the government just cease it? If China is the threat, cease it, and sell it. Screw China.",2025-01-16T04:13:57.228Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,Just ignore the law,2025-01-16T04:05:07.371Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,How about you shouldn’t have signed it? This man is a fucking moron.,2025-01-16T04:17:58.333Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,The way is to KILL THE BILL!,2025-01-16T04:24:09.632Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,,2025-01-16T06:32:36.267Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,Ummmm - didn’t he sign the bill to make this happen?,2025-01-16T04:05:23.566Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,But Biden signed the bill. He could have vetoed it,2025-01-16T11:34:53.994Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,Please make it make sense,2025-01-16T03:59:50.919Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,Tokyo driftin that position aint gonna make me unlearn all this chinese,2025-01-16T14:27:34.889Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,"🤣🤣🤣🤣🤣
* deep breath *
🤣🤣🤣🤣🤣

Room temperature mush-for-brains conservative Reagan Democrat says what? 

#MandatoryRetirementAge
#Senile",2025-01-16T16:26:43.186Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,"NYT March 2024: ""The legislation received wide bipartisan support, with both Republicans and Democrats showing an eagerness to appear tough on China.""

You think maybe Congress got to see info that we could not, to influence their decision? I really asking here",2025-01-16T11:37:14.783Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,"Aww, nuts.",2025-01-16T04:00:49.125Z
"The Biden administration is considering ways to keep TikTok available in the U.S. if a ban that’s scheduled to go into effect on Sunday proceeds, according to three people familiar with the discussions.",2025-01-16T03:54:22.948Z,https://www.nbcnews.com/politics/joe-biden/biden-administration-keep-tiktok-available-us-rcna187902,Biden signed off on the bill that is being used to target TikTok. They only want US companies gathering data on the people. I honestly am starting the feel like targeting TikTok was a play to force the sale to the likes of Elon or Zuck. And ByteDance is calling their bluff.,2025-01-16T16:43:52.745Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,Good for them!!!!,2025-01-16T14:02:12.030Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,Wouldn’t attend the inauguration either,2025-01-16T03:17:10.026Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,"Yeah, I'm not a big fan of eating at McDonald's either.",2025-01-16T15:55:48.551Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,I wouldn't attend even if I was suffocating to death and they were giving away free 02.,2025-01-16T03:06:19.947Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,I would rather they go to the lunch and skip the coronation.,2025-01-16T03:44:32.474Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,Glad some are sticking to their principles.,2025-01-16T03:05:04.253Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,W is moving up my list.,2025-01-16T03:32:54.016Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,Why the hell are they even attending his inauguration?!  I wouldn’t.,2025-01-16T03:56:21.935Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,Why do you think this is news? Who cares?,2025-01-16T16:26:08.562Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,Why attend the inauguration either? Trump skipped out with a hissy fit in 2021,2025-01-16T06:53:06.536Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,"Good. 
America is moving Ina new direction 
A direction that doesn't have their corrupt fingers in the mix anymore",2025-01-16T03:13:00.088Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,It’s a concept of a swearing in ceremony. The guy lies. Who would trust anything he says?,2025-01-16T04:59:12.279Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,They shouldn’t go to ANY of it. Being there normalizes him and all he’s done/going to do.,2025-01-16T03:53:26.586Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,"Good for them. Why should they attend? 
Still, it's not quite the same as the rest of us getting to say, ""I'm going to have to get going early for this family thing...you understand,"" when they have to announce it in advance like this.",2025-01-16T03:01:51.420Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,,2025-01-16T10:37:44.745Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,"
They should skip the whole charade! Truly.",2025-01-16T15:42:36.776Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,Good,2025-01-16T02:58:09.634Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,Well eating next to Diaper Don is,2025-01-16T16:16:45.496Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,they don't want cold greasy fast food for their lunch,2025-01-16T16:41:50.452Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,,2025-01-16T16:30:19.771Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,"""Trump, however, declined to attend President Joe Biden's inauguration in 2021.""

That hadn't happened for 150 years. 

All of the living presidents are going to trump's inauguration.",2025-01-16T05:25:50.317Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,Luck warm hamburger & Diet Coke 🤮,2025-01-16T05:05:05.034Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,"Why should they?  Trump tried to stop Bidens Inauguration, and never attended a single event 4 years ago",2025-01-16T04:14:36.570Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,known dislike for Hamberders,2025-01-16T04:12:46.961Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,"Good 
47 the FELON 
Deserves no respect 
Should be in prison right this second
IMPEACH",2025-01-16T03:27:27.047Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,"Fu@k the norms. Where did that get us. They should not attend any of it. 

Michelle Obama is the only one that gets what it means to turn over the presidency to a convicted felon, rapist and a facist who is hell bent on destroying all we stand for.",2025-01-16T14:00:13.453Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,Where's the context that Trump didn't attend and was instead trying to overthrow the government?,2025-01-16T04:15:33.381Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,Trump not only did not attend he l9cked them out of the Whitehouse everyone never talks about his blatant disrespect while he demands the up most. Trump can wallow in his glory all by himself for all I care. He hates me I'm a worthless senior citizen he can't bilk  so he want my livelihood. A FREAK,2025-01-16T15:01:31.958Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,No one wants to be associated with a rapist / felon,2025-01-16T04:18:56.766Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,"I understand Bush going, he was unable to do the right thing and denounce trump. Clinton just turned out to be a disappointment in many ways. But really surprised Obama is going. After what trump and the republicans have done to him and his family, Its not business it's personal.",2025-01-16T15:44:49.826Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,"Hopefully they are not doing what the headline of your article says!  Because if they ""won't not attend Trump's inaugural lunch"" that would mean they are! 🤣",2025-01-16T04:08:26.836Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,Exercising basic decency.,2025-01-16T02:56:35.132Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,"Yea, no thanks",2025-01-16T03:11:23.666Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,"If HW felt so strongly about this, he could have supported Kamala. Too little, too late, same as it ever was, George.",2025-01-16T03:08:14.309Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,But McDonald’s will be served. Free Big Macs! 🤣,2025-01-16T02:57:35.027Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,The lunch menu - McDonald's on fine china. Hard pass.,2025-01-16T14:20:45.643Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,Anything but a plate of dried up chicken.,2025-01-16T02:57:52.423Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,Their attendance is a type of endorsement....why are they attending the ceremony???,2025-01-16T03:19:49.699Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,"Honestly … Trump incited an insurrection against the country they swore to defend and protect. 

Thus, tradition should be broken and no former President or First Lady should attend the inauguration. 

The only thing they should all look forward to attending is his funeral.",2025-01-16T16:52:58.057Z
"Former Presidents Barack Obama, Bill Clinton and George W. Bush will not attend President-elect Donald Trump's traditional inaugural lunch.",2025-01-16T02:53:24.650Z,https://www.nbcnews.com/politics/white-house/obama-clinton-bush-skip-trump-inauguration-lunch-rcna187899,,2025-01-16T03:09:06.096Z
